"","term","grammar_category","polarity","polarity_target","polarity_classification"
"579","apelativo","Adj",1,"N0","MAN"
"580","apele","Adj",0,"N0","JALC"
"581","apelidado","Adj",0,"N0","JALC"
"582","aperaltado","Adj",-1,"N0","MAN"
"583","aperreado","Adj",-1,"N0","JALC"
"584","apessoado","Adj",1,"N0","MAN"
"585","apetitoso","Adj",0,"N0","JALC"
"586","aplaudir","V",0,"N0:N1","MAN"
"587","aplicado","Adj",1,"N0","MAN"
"588","aplicar golpes baixos a","IDIOM",-1,"N0:N1","MAN"
"589","apocrifo","Adj",-1,"N0","JALC"
"590","apoiar","V",0,"N0:N1","MAN"
"591","apolineo","Adj",1,"N0","MAN"
"592","apologetico","Adj",0,"N0","MAN"
"593","apoplectico","Adj",-1,"N0","JALC"
"594","apopletico","Adj",-1,"N0","JALC"
"595","apoquentado","Adj",-1,"N0","JALC"
"596","apoquentador","Adj",-1,"N0","MAN"
"597","aposentado","Adj",0,"N0","MAN"
"598","apostado","Adj",1,"N0","JALC"
"599","apostata","Adj",-1,"N0","JALC"
"600","aprazivel","Adj",1,"N0","MAN"
"601","apreciado","Adj",1,"N0","JALC"
"602","apreciador","Adj",1,"N0","MAN"
"603","apreciar","V",0,"N0:N1","MAN"
"604","apreciavel","Adj",1,"N0","JALC"
"605","apreendido","Adj",-1,"N0","JALC"
"606","apreensivo","Adj",-1,"N0","MAN"
"607","apresentar alternativas","IDIOM",1,"N0","MAN"
"608","apresentar resultados","IDIOM",1,"N0","MAN"
"609","apresentavel","Adj",1,"N0","MAN"
"610","apressado","Adj",0,"N0","MAN"
"611","aprimorado","Adj",1,"N0","JALC"
"612","apriorista","Adj",-1,"N0","MAN"
"613","aprisionado","Adj",-1,"N0","JALC"
"614","aprontado","Adj",0,"N0","MAN"
"615","aprontar","V",-1,"N0","MAN"
"616","apropriado","Adj",1,"N0","MAN"
"617","apropriar-se","V",-1,"N0:N1","MAN"
"618","aprovado","Adj",1,"N0","JALC"
"619","aproveitador","Adj",-1,"N0","MAN"
"620","aproveitar-se","V",-1,"N0:N1","MAN"
"621","aprumado","Adj",1,"N0","MAN"
"622","aprumo","N",1,"N0","MAN"
"623","apto","Adj",1,"N0","MAN"
"624","apunhalado","Adj",-1,"N0","JALC"
"625","apunhalar pelas costas","IDIOM",-1,"N0:N1","MAN"
"626","apunhalar","V",-1,"N0:N1","MAN"
"627","apupar","V",0,"N0:N1","MAN"
"628","apurado","Adj",1,"N0","JALC"
"629","aquietador","Adj",-1,"N0","MAN"
"630","arabe","Adj",0,"N0","JALC"
"631","arbitrario","Adj",-1,"N0","JALC"
"632","arcaico","Adj",-1,"N0","MAN"
"633","ardente","Adj",1,"N0","JALC"
"634","ardil","N",-1,"N0","MAN"
"635","ardiloso","Adj",-1,"N0","MAN"
"636","ardoroso","Adj",0,"N0","MAN"
"637","arduo","Adj",-1,"N0","JALC"
"638","arfante","Adj",-1,"N0","MAN"
"639","arguto","Adj",0,"N0","MAN"
"640","ariano","Adj",0,"N0","MAN"
"641","arido","Adj",-1,"N0","JALC"
"642","arisco","Adj",-1,"N0","MAN"
"643","aristocrata","Adj",0,"N0","JALC"
"644","aristotelico","Adj",0,"N0","MAN"
"645","armado","Adj",0,"N0","MAN"
"646","armar barraca","IDIOM",-1,"N0","MAN"
"647","armar-se aos cagados","IDIOM",-1,"N0","MAN"
"648","armar-se aos cucos","IDIOM",-1,"N0","MAN"
"649","armar-se em carapau de corrida","IDIOM",-1,"N0","MAN"
"650","armar-se em chico esperto","IDIOM",-1,"N0","MAN"
"651","armar-se em parvo","IDIOM",-1,"N0","MAN"
"652","armar-se","V",-1,"N0","MAN"
"653","arnaz","Adj",1,"N0","MAN"
"654","arquejante","Adj",-1,"N0","MAN"
"655","arrancado","Adj",0,"N0","JALC"
"656","arranhado","Adj",-1,"N0","MAN"
"657","arranjar lenha para se queimar","IDIOM",-1,"N0","MAN"
"658","arranjar sarna para se cocar","IDIOM",-1,"N0","MAN"
"659","arranjar um bico de obra","IDIOM",-1,"N0","MAN"
"660","arrasado","Adj",-1,"N0","JALC"
"661","arrasador","Adj",0,"N0","MAN"
"662","arrasante","Adj",0,"N0","JALC"
"663","arrasar","V",1,"N0:N1","MAN"
"664","arrastadeiro","Adj",-1,"N0","JALC"
"665","arrastado","Adj",-1,"N0","JALC"
"666","arrebatado","Adj",0,"N0","MAN"
"667","arrebatador","Adj",0,"N0","MAN"
"668","arrebatar","V",1,"N0:N1","MAN"
"669","arrebentado","Adj",-1,"N0","JALC"
"670","arrebitado","Adj",-1,"N0","MAN"
"671","arredado","Adj",-1,"N0","JALC"
"672","arredio","Adj",-1,"N0","JALC"
"673","arreliado","Adj",-1,"N0","JALC"
"674","arreliador","Adj",-1,"N0","MAN"
"675","arreliar","V",1,"N0:N1","MAN"
"676","arremessado","Adj",0,"N0","JALC"
"677","arrenegado","Adj",-1,"N0","JALC"
"678","arrepender-se","V",-1,"N0","MAN"
"679","arrepiante","Adj",-1,"N0","MAN"
"680","arrepio","N",-1,"N0","MAN"
"681","arretado","Adj",1,"N0","JALC"
"682","arrevesado","Adj",-1,"N0","MAN"
"683","arrivista","Adj",-1,"N0","MAN"
"684","arrogancia","N",-1,"N0","MAN"
"685","arrogante","Adj",-1,"N0","MAN"
"686","arrojado","Adj",1,"N0","MAN"
"687","arrolado","Adj",-1,"N0","JALC"
"688","arrozeiro","Adj",0,"N0","MAN"
"689","arruaceiro","Adj",-1,"N0","MAN"
"690","arrufado","Adj",-1,"N0","MAN"
"691","arrufo","N",-1,"N0","MAN"
"692","arruinado","Adj",-1,"N0","MAN"
"693","arruinamento","N",-1,"N0","MAN"
"694","arruinar-se","V",-1,"N0","MAN"
"695","arruinar","V",-1,"N0:N1","MAN"
"696","arruivado","Adj",0,"N0","MAN"
"697","arrumar a um canto","IDIOM",1,"N0:N1","MAN"
"698","arrumar as botas","IDIOM",-1,"N0","MAN"
"699","arrumar","V",1,"N0:N1","MAN"
"700","arteirice","N",-1,"N0","MAN"
"701","arteiro","Adj",-1,"N0","MAN"
"702","arteriosclerose","N",-1,"N0","MAN"
"703","arteriosclerotico","Adj",-1,"N0","MAN"
"704","artificial","Adj",-1,"N0","MAN"
"705","artificialidade","N",-1,"N0","MAN"
"706","artificio","N",-1,"N0","MAN"
"707","artificiosidade","N",-1,"N0","MAN"
"708","artificioso","Adj",-1,"N0","MAN"
"709","artimanha","N",-1,"N0","MAN"
"710","artista","Adj",0,"N0","MAN"
"711","artistico","Adj",1,"N0","JALC"
"712","artritismo","N",-1,"N0","MAN"
"713","ascetico","Adj",0,"N0","MAN"
"714","aselha","Adj",-1,"N0","MAN"
"715","aselhice","N",-1,"N0","MAN"
"716","asfixiante","Adj",-1,"N0","JALC"
"717","asfixiar","V",1,"N0:N1","MAN"
"718","asilado","Adj",-1,"N0","JALC"
"719","asneira","N",-1,"N0","MAN"
"720","asneirento","Adj",-1,"N0","MAN"
"721","asno","Adj",-1,"N0","MAN"
"722","aspereza","N",-1,"N0","MAN"
"723","aspero","Adj",-1,"N0","MAN"
"724","aspirante","Adj",0,"N0","JALC"
"725","asquerosidade","N",-1,"N0","MAN"
"726","asqueroso","Adj",-1,"N0","MAN"
"727","assalariado","Adj",-1,"N0","JALC"
"728","assaloiado","Adj",-1,"N0","MAN"
"729","assaltante","Adj",-1,"N0","JALC"
"730","assaltar","V",-1,"N0:N1","MAN"
"731","assanhadico","Adj",-1,"N0","MAN"
"732","assanhado","Adj",-1,"N0","MAN"
"733","assarapantado","Adj",-1,"N0","JALC"
"734","assassinar","V",-1,"N0:N1","MAN"
"735","assassino","Adj",-1,"N0","MAN"
"736","assaz","Adj",0,"N0","JALC"
"737","asseado","Adj",1,"N0","MAN"
"738","assediado","Adj",-1,"N0","JALC"
"739","assediador","Adj",-1,"N0","MAN"
"740","assediar","V",-1,"N0:N1","MAN"
"741","assedio sexual","N",-1,"N0","MAN"
"742","assedio","N",-1,"N0","MAN"
"743","asseio","N",1,"N0","MAN"
"744","assertivo","Adj",1,"N0","MAN"
"745","assexuado","Adj",0,"N0","JALC"
"746","assexual","Adj",0,"N0","JALC"
"747","assiduidade","N",1,"N0","MAN"
"748","assiduo","Adj",1,"N0","MAN"
"749","assimetrico","Adj",-1,"N0","JALC"
"750","assimilado","Adj",0,"N0","JALC"
"751","assinado","Adj",0,"N0","JALC"
"752","assinalado","Adj",1,"N0","JALC"
"753","assinalavel","Adj",1,"N0","JALC"
"754","assisado","Adj",1,"N0","MAN"
"755","assoberbado","Adj",-1,"N0","JALC"
"756","assolado","Adj",-1,"N0","JALC"
"757","assolador","Adj",-1,"N0","JALC"
"758","assomadico","Adj",-1,"N0","MAN"
"759","assombrado","Adj",-1,"N0","JALC"
"760","assombrar","V",1,"N0:N1","MAN"
"761","assustadico","Adj",-1,"N0","MAN"
"762","assustado","Adj",-1,"N0","JALC"
"763","assustador","Adj",-1,"N0","MAN"
"764","assustar-se","V",-1,"N0","MAN"
"765","assustar","V",0,"N0:N1","MAN"
"766","astenia","N",-1,"N0","MAN"
"767","astenico","Adj",-1,"N0","MAN"
"768","astucia","N",-1,"N0","MAN"
"769","astucioso","Adj",-1,"N0","MAN"
"770","astuto","Adj",-1,"N0","MAN"
"771","atabalhoacao","N",-1,"N0","MAN"
"772","atabalhoado","Adj",-1,"N0","MAN"
"773","atabalhoamento","N",-1,"N0","MAN"
"774","atacante","Adj",-1,"N0","JALC"
"775","atacar","V",1,"N0:N1","MAN"
"776","atado","Adj",-1,"N0","MAN"
"777","atafulhado","Adj",-1,"N0","JALC"
"778","atamancado","Adj",-1,"N0","JALC"
"779","atarantacao","N",-1,"N0","MAN"
"780","atarantado","Adj",-1,"N0","MAN"
"781","atarantar-se","V",-1,"N0","MAN"
"782","atarantar","V",1,"N0:N1","MAN"
"783","atarefado","Adj",0,"N0","JALC"
"784","atarracado","Adj",-1,"N0","MAN"
"785","atascado","Adj",0,"N0","JALC"
"786","ateado","Adj",-1,"N0","JALC"
"787","atemorizado","Adj",-1,"N0","JALC"
"788","atemorizar","V",1,"N0:N1","MAN"
"789","atencioso","Adj",1,"N0","MAN"
"790","atento","Adj",1,"N0","MAN"
"791","aterrado","Adj",-1,"N0","JALC"
"792","aterrador","Adj",-1,"N0","MAN"
"793","aterrorizado","Adj",-1,"N0","JALC"
"794","aterrorizador","Adj",-1,"N0","MAN"
"795","aterrorizar","V",1,"N0:N1","MAN"
"796","aticado","Adj",0,"N0","JALC"
"797","atilado","Adj",1,"N0","MAN"
"798","atinado","Adj",1,"N0","MAN"
"799","atiradico","Adj",0,"N0","MAN"
"800","atirar areia para os olhos de","IDIOM",-1,"N0:N1","MAN"
"801","atirar barro a parede","IDIOM",-1,"N0","MAN"
"802","atirar com as culpas a","IDIOM",-1,"N0:N1","MAN"
"803","atirar poeira aos olhos de","IDIOM",-1,"N0:N1","MAN"
"804","ativado","Adj",0,"N0","JALC"
"805","ativo","Adj",1,"N0","JALC"
"806","atleta","Adj",1,"N0","JALC"
"807","atletico","Adj",1,"N0","MAN"
"808","atoleimado","Adj",-1,"N0","MAN"
"809","atonito","Adj",-1,"N0","JALC"
"810","atonito","Adj",-1,"N0","JALC"
"811","atordoado","Adj",-1,"N0","JALC"
"812","atordoador","Adj",-1,"N0","MAN"
"813","atordoar","V",1,"N0:N1","MAN"
"814","atormentado","Adj",-1,"N0","JALC"
"815","atormentador","Adj",-1,"N0","MAN"
"816","atormentar","V",1,"N0:N1","MAN"
"817","atracado","Adj",-1,"N0","JALC"
"818","atractivo","Adj",1,"N0","MAN"
"819","atraente","Adj",1,"N0","MAN"
"820","atraicoado","Adj",-1,"N0","JALC"
"821","atrair","V",1,"N0:N1","MAN"
"822","atrapalhado","Adj",-1,"N0","JALC"
"823","atrapalhar-se","V",-1,"N0","MAN"
"824","atrapalhar","V",1,"N0:N1","MAN"
"825","atrasado mental","Adj",-1,"N0","MAN"
"826","atrasado","Adj",-1,"N0","MAN"
"827","atraso mental","N",-1,"N0","MAN"
"828","atraso","N",-1,"N0","MAN"
"829","atrativo","Adj",1,"N0","JALC"
"830","atravessadico","Adj",-1,"N0","MAN"
"831","atravessado","Adj",-1,"N0","MAN"
"832","atrevido","Adj",0,"N0","MAN"
"833","atrevidote","Adj",0,"N0","MAN"
"834","atribulado","Adj",-1,"N0","JALC"
"835","atroador","Adj",-1,"N0","MAN"
"836","atrocidade","N",-1,"N0","MAN"
"837","atrofia","N",-1,"N0","MAN"
"838","atrofiado","Adj",-1,"N0","MAN"
"839","atrofiante","Adj",-1,"N0","MAN"
"840","atrofiar-se","V",-1,"N0","MAN"
"841","atrofiar","V",-1,"N0","MAN"
"842","atropelado","Adj",-1,"N0","JALC"
"843","atropelar","V",-1,"N0:N1","MAN"
"844","atroz","Adj",-1,"N0","MAN"
"845","atulhado","Adj",-1,"N0","JALC"
"846","aturar","V",0,"N0:N1","MAN"
"847","aturdido","Adj",-1,"N0","JALC"
"848","aturdir","V",1,"N0:N1","MAN"
"849","audacioso","Adj",0,"N0","MAN"
"850","audaz","Adj",0,"N0","MAN"
"851","aureo","Adj",1,"N0","JALC"
"852","auspicioso","Adj",1,"N0","JALC"
"853","austero","Adj",-1,"N0","MAN"
"854","autenticidade","N",1,"N0","MAN"
"855","autentico","Adj",1,"N0","MAN"
"856","autismo","N",-1,"N0","MAN"
"857","autista","Adj",-1,"N0","MAN"
"858","autoconfianca","N",1,"N0","MAN"
"859","autoconfiante","Adj",1,"N0","MAN"
"860","autocrata","Adj",0,"N0","JALC"
"861","autodestruicao","N",-1,"N0","MAN"
"862","autodestrutivo","Adj",-1,"N0","MAN"
"863","autodidacta","Adj",1,"N0","MAN"
"864","autodidata","Adj",1,"N0","MAN"
"865","autonomia","N",1,"N0","MAN"
"866","autonomista","Adj",1,"N0","MAN"
"867","autonomo","Adj",1,"N0","MAN"
"868","autoritario","Adj",-1,"N0","MAN"
"869","autoritarismo","N",-1,"N0","MAN"
"870","autorizado","Adj",1,"N0","JALC"
"871","autosuficiencia","N",1,"N0","MAN"
"872","autosuficiente","Adj",1,"N0","MAN"
"873","auxiliado","Adj",0,"N0","JALC"
"874","avancado","Adj",1,"N0","JALC"
"875","avantajado","Adj",0,"N0","MAN"
"876","avarento","Adj",-1,"N0","MAN"
"877","avareza","N",-1,"N0","MAN"
"878","avariado","Adj",-1,"N0","JALC"
"879","avariar","V",-1,"N0","MAN"
"880","avaro","Adj",-1,"N0","MAN"
"881","avassalador","Adj",-1,"N0","MAN"
"882","avassalamento","N",-1,"N0","MAN"
"883","avassalante","Adj",-1,"N0","MAN"
"884","avassalar","V",1,"N0:N1","MAN"
"885","avencado","Adj",0,"N0","JALC"
"886","aventurado","Adj",0,"N0","JALC"
"887","aventureiro","Adj",0,"N0","MAN"
"888","aventuroso","Adj",0,"N0","MAN"
"889","averiguador","Adj",0,"N0","JALC"
"890","avermelhado","Adj",0,"N0","JALC"
"891","averroista","Adj",0,"N0","MAN"
"892","averso","Adj",-1,"N0","JALC"
"893","avesso","Adj",-1,"N0","JALC"
"894","avido","Adj",-1,"N0","JALC"
"895","aviltado","Adj",-1,"N0","JALC"
"896","aviltador","Adj",-1,"N0","MAN"
"897","aviltante","Adj",-1,"N0","MAN"
"898","avinagrado","Adj",-1,"N0","MAN"
"899","avinhado","Adj",-1,"N0","MAN"
"900","avisado","Adj",1,"N0","JALC"
"901","avulso","Adj",-1,"N0","JALC"
"902","azafamado","Adj",-1,"N0","JALC"
"903","azambrado","Adj",-1,"N0","MAN"
"904","azar","N",-1,"N0","MAN"
"905","azarado","Adj",-1,"N0","MAN"
"906","azarento","Adj",-1,"N0","MAN"
"907","azedar","V",-1,"N0","MAN"
"908","azedo","Adj",-1,"N0","MAN"
"909","azedume","N",-1,"N0","MAN"
"910","azeiteiro","Adj",-1,"N0","MAN"
"911","azelha","Adj",-1,"N0","MAN"
"912","azelhice","N",-1,"N0","MAN"
"913","azoinante","Adj",-1,"N0","MAN"
"914","azougado","Adj",-1,"N0","MAN"
"915","babaca","Adj",-1,"N0","JALC"
"916","babao","Adj",-1,"N0","MAN"
"917","babilonico","Adj",-1,"N0","JALC"
"918","baboseira","N",-1,"N0","MAN"
"919","babosice","N",-1,"N0","MAN"
"920","baboso","Adj",-1,"N0","MAN"
"921","bacano","Adj",1,"N0","MAN"
"922","baco para espelho","Adj",-1,"N0","MAN"
"923","bacoco","Adj",-1,"N0","MAN"
"924","baconiano","Adj",0,"N0","MAN"
"925","bacoquice","N",-1,"N0","MAN"
"926","badalhoco","Adj",-1,"N0","MAN"
"927","badalhoquice","N",-1,"N0","MAN"
"928","bagaceiro","Adj",-1,"N0","MAN"
"929","bagunceiro","Adj",-1,"N0","JALC"
"930","bairrista","Adj",0,"N0","MAN"
"931","baixeza","N",-1,"N0","MAN"
"932","baixote","Adj",-1,"N0","MAN"
"933","bajulador","Adj",-1,"N0","MAN"
"934","bajular","V",-1,"N0:N1","MAN"
"935","balbuciante","Adj",-1,"N0","MAN"
"936","balofice","N",-1,"N0","MAN"
"937","balofo","Adj",-1,"N0","MAN"
"938","bambo","Adj",-1,"N0","JALC"
"939","banal","Adj",-1,"N0","JALC"
"940","banalidade","N",-1,"N0","MAN"
"941","banalizar","V",-1,"N0:N1","MAN"
"942","banana","Adj",-1,"N0","MAN"
"943","bancarrota","N",-1,"N0","MAN"
"944","bandido","Adj",-1,"N0","MAN"
"945","banditismo","N",-1,"N0","MAN"
"946","banhado","Adj",0,"N0","JALC"
"947","banido","Adj",-1,"N0","JALC"
"948","banir","V",1,"N0:N1","MAN"
"949","banzado","Adj",-1,"N0","JALC"
"950","barafustar","V",0,"N0:N1","MAN"
"951","baralhado","Adj",-1,"N0","JALC"
"952","baralhar-se","V",-1,"N0","MAN"
"953","baralhar","V",0,"N0:N1","MAN"
"954","barateiro","Adj",0,"N0","MAN"
"955","barato","Adj",-1,"N0","JALC"
"956","barbado","Adj",0,"N0","MAN"
"957","barbaridade","N",-1,"N0","MAN"
"958","barbaro","Adj",-1,"N0","MAN"
"959","barbeado","Adj",0,"N0","MAN"
"960","barbilongo","Adj",0,"N0","MAN"
"961","barbudo","Adj",0,"N0","MAN"
"962","barrado","Adj",-1,"N0","JALC"
"963","barraqueiro","Adj",-1,"N0","MAN"
"964","barrigana","Adj",-1,"N0","MAN"
"965","barrigudo","Adj",-1,"N0","MAN"
"966","barroco","Adj",-1,"N0","JALC"
"967","barulhento","Adj",-1,"N0","MAN"
"968","baselga","Adj",-1,"N0","MAN"
"969","basico","Adj",-1,"N0","MAN"
"970","bastardo","Adj",-1,"N0","JALC"
"971","basto","Adj",0,"N0","JALC"
"972","batalhador","Adj",1,"N0","MAN"
"973","batalhante","Adj",1,"N0","MAN"
"974","batalhar","V",1,"N0","MAN"
"975","batateiro","Adj",0,"N0","MAN"
"976","batatudo","Adj",-1,"N0","MAN"
"977","bater a bota","IDIOM",-1,"N0","MAN"
"978","bater as botas","IDIOM",-1,"N0","MAN"
"979","bater com o nariz na porta","IDIOM",-1,"N0","MAN"
"980","bater no ceguinho","IDIOM",-1,"N0","MAN"
"981","bater no fundo","IDIOM",-1,"N0","MAN"
"982","bater","V",1,"N0:N1","MAN"
"983","batido","Adj",-1,"N0","JALC"
"984","batota","N",-1,"N0","MAN"
"985","batoteiro","Adj",-1,"N0","MAN"
"986","batotice","N",-1,"N0","MAN"
"987","bazofia","N",-1,"N0","MAN"
"988","bazofio","Adj",-1,"N0","MAN"
"989","beatice","N",-1,"N0","MAN"
"990","beato","Adj",-1,"N0","MAN"
"991","bebado","Adj",-1,"N0","MAN"
"992","bebedeira","N",-1,"N0","MAN"
"993","bebedo","Adj",-1,"N0","MAN"
"994","bebedor","Adj",-1,"N0","JALC"
"995","beberrao","Adj",-1,"N0","JALC"
"996","bebido","Adj",-1,"N0","MAN"
"997","bebum","Adj",-1,"N0","JALC"
"998","beicudo","Adj",-1,"N0","MAN"
"999","beijoqueiro","Adj",0,"N0","MAN"
"1000","beleza","N",1,"N0","MAN"
"1001","belfo","Adj",-1,"N0","MAN"
"1002","belicismo","N",-1,"N0","MAN"
"1003","belicista","Adj",-1,"N0","MAN"
"1004","belico","Adj",-1,"N0","MAN"
"1005","belicoso","Adj",-1,"N0","MAN"
"1006","belo","Adj",1,"N0","MAN"
"1007","bem ataviado","Adj",0,"N0","MAN"
"1008","bem constituido","Adj",0,"N0","MAN"
"1009","bem disposto","Adj",1,"N0","MAN"
"1010","bem mandado","Adj",-1,"N0","MAN"
"1011","bem vestido","Adj",1,"N0","MAN"
"1012","bem-amado","Adj",1,"N0","MAN"
"1013","bem-apessoado","Adj",1,"N0","MAN"
"1014","bem-aventurado","Adj",1,"N0","MAN"
"1015","bem-colocado","Adj",1,"N0","MAN"
"1016","bem-comportado","Adj",1,"N0","MAN"
"1017","bem-criado","Adj",1,"N0","MAN"
"1018","bem-educado","Adj",1,"N0","MAN"
"1019","bem-encarado","Adj",1,"N0","MAN"
"1020","bem-falante","Adj",1,"N0","MAN"
"1021","bem-formado","Adj",1,"N0","MAN"
"1022","bem-humorado","Adj",1,"N0","MAN"
"1023","bem-intencionado","Adj",1,"N0","MAN"
"1024","bem-mandado","Adj",0,"N0","MAN"
"1025","bem-pago","Adj",0,"N0","MAN"
"1026","bem-parecido","Adj",1,"N0","MAN"
"1027","bem-pensante","Adj",1,"N0","MAN"
"1028","bem-posto","Adj",1,"N0","MAN"
"1029","bem-sucedido","Adj",1,"N0","MAN"
"1030","bem-vindo","Adj",1,"N0","MAN"
"1031","bendito","Adj",1,"N0","JALC"
"1032","beneditino","Adj",0,"N0","MAN"
"1033","beneficiado","Adj",0,"N0","JALC"
"1034","benefico","Adj",1,"N0","MAN"
"1035","benemerencia","N",1,"N0","MAN"
"1036","benemerito","Adj",1,"N0","MAN"
"1037","benevolencia","N",1,"N0","MAN"
"1038","benevolente","Adj",1,"N0","MAN"
"1039","benevolo","Adj",1,"N0","MAN"
"1040","benevolo","Adj",1,"N0","MAN"
"1041","benfazejo","Adj",1,"N0","MAN"
"1042","benfeitor","Adj",1,"N0","MAN"
"1043","benfeitoria","N",1,"N0","MAN"
"1044","benfiquista","Adj",0,"N0","MAN"
"1045","benignidade","N",1,"N0","MAN"
"1046","benigno","Adj",1,"N0","MAN"
"1047","benquisto","Adj",1,"N0","JALC"
"1048","bera","Adj",-1,"N0","MAN"
"1049","besta","Adj",-1,"N0","MAN"
"1050","bestial","Adj",0,"N0","MAN"
"1051","bestialidade","N",1,"N0","MAN"
"1052","bestificado","Adj",-1,"N0","JALC"
"1053","bexiguento","Adj",-1,"N0","MAN"
"1054","bibliomania","N",-1,"N0","MAN"
"1055","bibliomano","Adj",0,"N0","MAN"
"1056","bigamo","Adj",0,"N0","MAN"
"1057","bilingue","Adj",0,"N0","MAN"
"1058","bilioso","Adj",-1,"N0","JALC"
"1059","biltre","Adj",-1,"N0","JALC"
"1060","bimbo","Adj",-1,"N0","MAN"
"1061","biqueiro","Adj",-1,"N0","MAN"
"1062","bira","N",-1,"N0","MAN"
"1063","birra","N",-1,"N0","MAN"
"1064","birrento","Adj",-1,"N0","MAN"
"1065","biruta","Adj",-1,"N0","JALC"
"1066","bisbilhotar","V",-1,"N0:N1","MAN"
"1067","bisbilhoteiro","Adj",-1,"N0","MAN"
"1068","bisbilhotice","N",-1,"N0","MAN"
"1069","bisonho","Adj",-1,"N0","MAN"
"1070","bissexual","Adj",0,"N0","MAN"
"1071","bizarria","N",-1,"N0","MAN"
"1072","bizarro","Adj",-1,"N0","MAN"
"1073","blasfemador","Adj",-1,"N0","MAN"
"1074","blasfemia","N",-1,"N0","MAN"
"1075","blasfemo","Adj",-1,"N0","MAN"
"1076","blindado","Adj",0,"N0","JALC"
"1077","bloqueado","Adj",-1,"N0","JALC"
"1078","bloquear","V",-1,"N0","MAN"
"1079","boa apresentacao","N",1,"N0","MAN"
"1080","boa criacao","N",1,"N0","MAN"
"1081","boa disposicao","N",1,"N0","MAN"
"1082","boa educacao","N",1,"N0","MAN"
"1083","boa formacao","N",1,"N0","MAN"
"1084","boa parecenca","N",1,"N0","MAN"
"1085","boa performance","N",1,"N0","MAN"
"1086","boas intencoes","N",1,"N0","MAN"
"1087","boateiro","Adj",-1,"N0","MAN"
"1088","bobo","Adj",-1,"N0","MAN"
"1089","boboca","Adj",-1,"N0","JALC"
"1090","bocal","Adj",-1,"N0","MAN"
"1091","bocejar","V",-1,"N0","MAN"
"1092","bochechudo","Adj",-1,"N0","MAN"
"1093","boco","Adj",-1,"N0","JALC"
"1094","boemio","Adj",-1,"N0","JALC"
"1095","boemio","Adj",-1,"N0","MAN"
"1096","bojudo","Adj",-1,"N0","MAN"
"1097","bolachudo","Adj",-1,"N0","MAN"
"1098","bolchevique","Adj",0,"N0","MAN"
"1099","bolchevista","Adj",0,"N0","MAN"
"1100","bolorento","Adj",-1,"N0","JALC"
"1101","bom aluno","Adj",1,"N0","MAN"
"1102","bom cheiro","N",1,"N0","MAN"
"1103","bom comportamento","N",1,"N0","MAN"
"1104","bom desempenho","N",1,"N0","MAN"
"1105","bom humor","N",1,"N0","MAN"
"1106","bom-samaritano","Adj",1,"N0","MAN"
"1107","bom","Adj",1,"N0","MAN"
"1108","bombardear","V",1,"N0:N1","MAN"
"1109","bombeado","Adj",-1,"N0","JALC"
"1110","bonacheirao","Adj",0,"N0","MAN"
"1111","bonacheiro","Adj",0,"N0","MAN"
"1112","bonapartista","Adj",0,"N0","MAN"
"1113","bondade","N",1,"N0","MAN"
"1114","bondoso","Adj",1,"N0","MAN"
"1115","boniteza","N",1,"N0","MAN"
"1116","bonito","Adj",1,"N0","MAN"
"1117","borbulhento","Adj",-1,"N0","MAN"
"1118","borguista","Adj",-1,"N0","MAN"
"1119","borrachudo","Adj",-1,"N0","MAN"
"1120","borrado","Adj",-1,"N0","MAN"
"1121","borralheiro","Adj",0,"N0","MAN"
"1122","boto","Adj",-1,"N0","JALC"
"1123","botocudo","Adj",-1,"N0","JALC"
"1124","brabo","Adj",0,"N0","JALC"
"1125","bracal","Adj",0,"N0","JALC"
"1126","braceiro","Adj",1,"N0","MAN"
"1127","brando","Adj",0,"N0","MAN"
"1128","bravateador","Adj",-1,"N0","MAN"
"1129","bravo","Adj",0,"N0","MAN"
"1130","bravura","N",1,"N0","MAN"
"1131","brega","Adj",-1,"N0","JALC"
"1132","brejeirice","N",-1,"N0","MAN"
"1133","brejeiro","Adj",-1,"N0","MAN"
"1134","brejeirote","Adj",-1,"N0","MAN"
"1135","briga","N",-1,"N0","MAN"
"1136","brigador","Adj",-1,"N0","MAN"
"1137","brigante","Adj",-1,"N0","MAN"
"1138","brigao","Adj",-1,"N0","MAN"
"1139","briguento","Adj",-1,"N0","MAN"
"1140","brilhante","Adj",1,"N0","MAN"
"1141","brilhar","V",1,"N0","MAN"
"1142","brilharete","N",-1,"N0","MAN"
"1143","brilho","N",1,"N0","MAN"
"1144","brincalhao","Adj",0,"N0","MAN"
"1145","brincar","V",-1,"N0:N1","MAN"
"1146","brio","N",1,"N0","MAN"
"1147","briosidade","N",1,"N0","MAN"
"1148","brioso","Adj",1,"N0","MAN"
"1149","broeiro","Adj",0,"N0","MAN"
"1150","bronco","Adj",-1,"N0","MAN"
"1151","bronquice","N",-1,"N0","MAN"
"1152","bronzeado","Adj",0,"N0","MAN"
"1153","bronzeo","Adj",0,"N0","JALC"
"1154","brotado","Adj",0,"N0","JALC"
"1155","brunido","Adj",0,"N0","JALC"
"1156","bruno","Adj",-1,"N0","JALC"
"1157","brusco","Adj",-1,"N0","MAN"
"1158","brutal","Adj",-1,"N0","JALC"
"1159","brutalidade","N",-1,"N0","MAN"
"1160","brutidao","N",-1,"N0","MAN"
"1161","bruto","Adj",-1,"N0","MAN"
